X,Y,Distance_from_Origin,Class,Slope,Curvature,Angle_with_X_Axis
-3.8425925925925926,10.723684210526315,11.391352899446968,Trigonometric,0.0,0.0,0.0
-3.8425925925925926,10.657894736842104,11.329441206619773,Trigonometric,-inf,0.0,-90.0
-3.819444444444444,9.276315789473685,10.03185877543321,Trigonometric,-59.68421052631517,inf,-89.04010761877964
-3.819444444444444,9.210526315789474,9.97105565514745,Trigonometric,-inf,-inf,-90.0
-3.819444444444444,8.81578947368421,9.607616765281538,Trigonometric,-inf,0.0,-90.0
-3.819444444444444,8.881578947368421,9.668019469495057,Trigonometric,inf,inf,90.0
-3.7962962962962963,8.947368421052632,9.719427309843047,Trigonometric,2.842105263157927,-inf,70.61548432064237
-3.7962962962962963,8.881578947368421,9.658897978942056,Trigonometric,-inf,-inf,-90.0
-3.7962962962962963,9.210526315789474,9.962211631115022,Trigonometric,inf,inf,90.0
-3.7962962962962963,9.276315789473685,10.02306840220657,Trigonometric,inf,0.0,90.0
-3.773148148148148,11.118421052631579,11.741206652277052,Trigonometric,79.57894736842027,-inf,89.28005124626173
-3.773148148148148,10.131578947368421,10.811361566178093,Trigonometric,-inf,-inf,-90.0
-3.773148148148148,10.723684210526315,11.368115498839956,Trigonometric,inf,inf,90.0
-3.773148148148148,10.986842105263158,11.616683967202395,Trigonometric,inf,0.0,90.0
-3.773148148148148,11.25,11.86588163382198,Trigonometric,inf,0.0,90.0
-3.773148148148148,11.052631578947368,11.67892596807679,Trigonometric,-inf,-inf,-90.0
-3.773148148148148,10.460526315789474,11.120218421919505,Trigonometric,-inf,0.0,-90.0
-3.773148148148148,10.197368421052632,10.873038658192808,Trigonometric,-inf,0.0,-90.0
-3.773148148148148,8.947368421052632,9.710409291575905,Trigonometric,-inf,0.0,-90.0
-3.773148148148148,9.671052631578947,10.381035880423681,Trigonometric,inf,inf,90.0
-3.773148148148148,9.802631578947368,10.503724711760585,Trigonometric,inf,0.0,90.0
-3.773148148148148,8.881578947368421,9.64982339456074,Trigonometric,-inf,-inf,-90.0
-3.773148148148148,10.526315789473685,11.182127304211699,Trigonometric,inf,inf,90.0
-3.773148148148148,10.657894736842104,11.30607655950907,Trigonometric,inf,0.0,90.0
-3.773148148148148,9.868421052631579,10.56514936098378,Trigonometric,-inf,-inf,-90.0
-3.773148148148148,9.605263157894736,10.319773606057632,Trigonometric,-inf,0.0,-90.0
-3.75,9.078947368421053,9.822921424838924,Trigonometric,-22.73684210526334,inf,-87.48166969241817
-3.75,10.986842105263158,11.609185994116185,Trigonometric,inf,inf,90.0
-3.75,10.723684210526315,11.360453470134516,Trigonometric,-inf,-inf,-90.0
-3.75,9.013157894736842,9.762147060737052,Trigonometric,-inf,0.0,-90.0
-3.75,10.921052631578947,11.54694291064598,Trigonometric,inf,inf,90.0
-3.75,9.868421052631579,10.556904568670788,Trigonometric,-inf,-inf,-90.0
-3.75,9.93421052631579,10.618429204979588,Trigonometric,inf,inf,90.0
-3.75,10.197368421052632,10.865027506393227,Trigonometric,inf,0.0,90.0
-3.75,11.18421052631579,11.79614619682856,Trigonometric,inf,0.0,90.0
-3.75,11.25,11.858541225631422,Trigonometric,inf,0.0,90.0
-3.75,9.605263157894736,10.31133261670915,Trigonometric,-inf,-inf,-90.0
-3.7268518518518516,10.328947368421053,10.980736699569103,Trigonometric,31.263157894736597,inf,88.16793136534805
-3.7268518518518516,10.394736842105264,11.04264364825163,Trigonometric,inf,inf,90.0
-3.7268518518518516,10.197368421052632,10.857059797216419,Trigonometric,-inf,-inf,-90.0
-3.7268518518518516,9.868421052631579,10.548704128833728,Trigonometric,-inf,0.0,-90.0
-3.7268518518518516,9.078947368421053,9.81410770494247,Trigonometric,-inf,0.0,-90.0
-3.7268518518518516,9.013157894736842,9.753278421182728,Trigonometric,-inf,0.0,-90.0
-3.7268518518518516,10.986842105263158,11.601729361247614,Trigonometric,inf,inf,90.0
-3.7037037037037033,10.986842105263158,11.594314148357888,Trigonometric,0.0,-inf,0.0
-3.7037037037037033,11.118421052631579,11.71907452951937,Trigonometric,inf,inf,90.0
-3.7037037037037033,10.263157894736842,10.910995880171878,Trigonometric,-inf,-inf,-90.0
-3.7037037037037033,11.052631578947368,11.656675595759415,Trigonometric,inf,inf,90.0
-3.7037037037037033,9.210526315789474,9.927296517112751,Trigonometric,-inf,-inf,-90.0
-3.7037037037037033,10.921052631578947,11.531990795458778,Trigonometric,inf,inf,90.0
-3.7037037037037033,9.802631578947368,10.478979291772873,Trigonometric,-inf,-inf,-90.0
-3.7037037037037033,9.605263157894736,10.294586026511144,Trigonometric,-inf,0.0,-90.0
-3.7037037037037033,9.407894736842106,10.110682692297782,Trigonometric,-inf,0.0,-90.0
-3.6805555555555554,10.263157894736842,10.903160054306735,Trigonometric,36.94736842105298,inf,88.44963802373644
-3.6805555555555554,11.18421052631579,11.774253874215715,Trigonometric,inf,inf,90.0
-3.6805555555555554,9.605263157894736,10.286280646081012,Trigonometric,-inf,-inf,-90.0
-3.6805555555555554,11.052631578947368,11.649341355522013,Trigonometric,inf,inf,90.0
-3.6805555555555554,10.328947368421053,10.965110256497335,Trigonometric,-inf,-inf,-90.0
-3.6805555555555554,11.118421052631579,11.711779365285702,Trigonometric,inf,inf,90.0
-3.6805555555555554,11.25,11.836764304383646,Trigonometric,inf,0.0,90.0
-3.657407407407407,11.18421052631579,11.767038456668333,Trigonometric,-2.8421052631578725,-inf,-70.61548432064204
-3.657407407407407,10.394736842105264,11.019400299489037,Trigonometric,-inf,-inf,-90.0
-3.657407407407407,9.539473684210526,10.216564349892957,Trigonometric,-inf,0.0,-90.0
-3.634259259259259,10.723684210526315,11.322775428780837,Trigonometric,51.15789473684261,inf,88.88016338538476
-3.634259259259259,10.394736842105264,11.011738935342237,Trigonometric,-inf,-inf,-90.0
-3.634259259259259,10.197368421052632,10.825625297330086,Trigonometric,-inf,0.0,-90.0
-3.634259259259259,10.131578947368421,10.763676524787925,Trigonometric,-inf,0.0,-90.0
-3.634259259259259,11.25,11.822450691946727,Trigonometric,inf,inf,90.0
-3.634259259259259,11.18421052631579,11.75986417695649,Trigonometric,-inf,-inf,-90.0
-3.634259259259259,10.921052631578947,11.509875366190075,Trigonometric,-inf,0.0,-90.0
-3.634259259259259,10.986842105263158,11.572317823560457,Trigonometric,inf,inf,90.0
-3.634259259259259,9.539473684210526,10.208300472422273,Trigonometric,-inf,-inf,-90.0
-3.6111111111111107,10.723684210526315,11.315366830283564,Trigonometric,51.15789473684163,inf,88.88016338538473
-3.6111111111111107,9.93421052631579,10.570177966238486,Trigonometric,-inf,-inf,-90.0
-3.6111111111111107,9.605263157894736,10.26163748088969,Trigonometric,-inf,0.0,-90.0
-3.6111111111111107,10.131578947368421,10.755882828645408,Trigonometric,inf,inf,90.0
-3.6111111111111107,10.197368421052632,10.81787623202778,Trigonometric,inf,0.0,90.0
-3.6111111111111107,10.526315789473685,11.12849709334163,Trigonometric,inf,0.0,90.0
-3.6111111111111107,10.921052631578947,11.502587275848315,Trigonometric,inf,0.0,90.0
-3.6111111111111107,11.18421052631579,11.752731110416125,Trigonometric,inf,0.0,90.0
-3.6111111111111107,9.013157894736842,9.709641532633796,Trigonometric,-inf,-inf,-90.0
-3.6111111111111107,9.078947368421053,9.770742488437083,Trigonometric,inf,inf,90.0
-3.6111111111111107,11.118421052631579,11.690141579997704,Trigonometric,inf,0.0,90.0
-3.6111111111111107,11.052631578947368,11.627587379879571,Trigonometric,-inf,-inf,-90.0
-3.6111111111111107,10.460526315789474,11.06628818801111,Trigonometric,-inf,0.0,-90.0
-3.6111111111111107,10.657894736842104,11.253037086866673,Trigonometric,inf,inf,90.0
-3.333333333333333,-5.19736842105263,6.174443263587918,Trigonometric,-57.07894736842106,-inf,-88.9963038706141
-3.310185185185185,-5.263157894736841,6.217568414191372,Trigonometric,-2.842105263157927,2343.0315789473907,-70.61548432064237
-3.2870370370370368,-5.19736842105263,6.149573236169184,Trigonometric,2.8421052631578725,245.5578947368403,70.61548432064204
-3.1712962962962963,-5.19736842105263,6.088493960172558,Trigonometric,0.0,-24.555789473684076,0.0
-3.148148148148148,-5.263157894736841,6.132835216082309,Trigonometric,-2.8421052631578725,-122.77894736841895,-70.61548432064204
-3.125,-5.19736842105263,6.06450851299222,Trigonometric,2.842105263157927,245.55789473684501,70.61548432064237
-3.125,2.4342105263157903,3.961187433892342,Trigonometric,inf,inf,90.0
-3.125,-1.3815789473684212,3.416779973573311,Trigonometric,-inf,-inf,-90.0
-3.125,6.25,6.987712429686843,Trigonometric,inf,inf,90.0
-3.1018518518518516,2.3684210526315796,3.9026789764705527,Trigonometric,-167.68421052631422,-inf,-89.65831547217556
-3.1018518518518516,6.184210526315789,6.918521861252718,Trigonometric,inf,inf,90.0
-3.1018518518518516,-1.44736842105263,3.422916922318908,Trigonometric,-inf,-inf,-90.0
-3.0787037037037037,2.4342105263157903,3.9247671754672915,Trigonometric,167.68421052631743,inf,89.65831547217557
-3.0787037037037037,6.25,6.96713115243275,Trigonometric,inf,inf,90.0
-3.0787037037037037,-5.460526315789473,6.268633355096488,Trigonometric,-inf,-inf,-90.0
-3.0787037037037037,-4.934210526315789,5.815913514935073,Trigonometric,inf,inf,90.0
-3.0787037037037037,-1.3815789473684212,3.374489129188378,Trigonometric,inf,0.0,90.0
-3.0787037037037037,-4.868421052631579,5.760203124969229,Trigonometric,-inf,-inf,-90.0
-3.0555555555555554,25.460526315789473,25.643221717056043,Trigonometric,1310.2105263157773,inf,89.95626979997733
-3.0555555555555554,25.526315789473685,25.708543668146973,Trigonometric,inf,inf,90.0
-3.0555555555555554,-5.460526315789473,6.257297132030392,Trigonometric,-inf,-inf,-90.0
-3.0555555555555554,-4.934210526315789,5.803693071751121,Trigonometric,inf,inf,90.0
-3.0555555555555554,24.934210526315788,25.120733952727644,Trigonometric,inf,0.0,90.0
-3.0324074074074074,-5.0,5.847691397850892,Trigonometric,-1293.1578947368548,-inf,-89.9556931382274
-3.0324074074074074,-5.394736842105262,6.188592754420601,Trigonometric,-inf,-inf,-90.0
-3.009259259259259,25.460526315789473,25.637746421369524,Trigonometric,1332.9473684210402,inf,89.95701573061226
-3.009259259259259,-5.394736842105262,6.17728313136167,Trigonometric,-inf,-inf,-90.0
-3.009259259259259,24.934210526315788,25.115144750928167,Trigonometric,inf,inf,90.0
-3.009259259259259,-4.868421052631579,5.723387531448832,Trigonometric,-inf,-inf,-90.0
-2.986111111111111,-5.460526315789473,6.223681162570154,Trigonometric,-25.578947368421268,inf,-87.76118167426377
-2.986111111111111,25.06578947368421,25.243031939665237,Trigonometric,inf,inf,90.0
-2.986111111111111,25.131578947368418,25.308360673020935,Trigonometric,inf,0.0,90.0
-2.986111111111111,25.0,25.177705605711996,Trigonometric,-inf,-inf,-90.0
-2.986111111111111,25.39473684210526,25.569699232640176,Trigonometric,inf,inf,90.0
-2.962962962962963,25.19736842105263,25.370978003737864,Trigonometric,-8.526315789473541,-inf,-83.31068460236582
-2.962962962962963,-1.3815789473684212,3.26923689990522,Trigonometric,-inf,-inf,-90.0
-2.962962962962963,25.526315789473685,25.697703152301838,Trigonometric,inf,inf,90.0
-2.9398148148148144,-5.460526315789473,6.201601308600385,Trigonometric,-1338.631578947356,-inf,-89.95719825398109
-2.9398148148148144,2.4342105263157903,3.816790802733529,Trigonometric,inf,inf,90.0
-2.9398148148148144,-1.44736842105263,3.2767951555849573,Trigonometric,-inf,-inf,-90.0
-2.9398148148148144,24.934210526315788,25.106918682228645,Trigonometric,inf,inf,90.0
-2.9166666666666665,-1.3815789473684212,3.2273371116535188,Trigonometric,-1136.842105263169,-inf,-89.94960094768629
-2.9166666666666665,24.934210526315788,25.104218749347318,Trigonometric,inf,inf,90.0
-2.9166666666666665,6.25,6.89706056551952,Trigonometric,-inf,-inf,-90.0
-2.893518518518518,2.2368421052631584,3.6573093963852332,Trigonometric,-173.36842105262997,inf,-89.66951799089392
-2.893518518518518,-5.0,5.776889250886639,Trigonometric,-inf,-inf,-90.0
-2.893518518518518,-5.328947368421051,6.063837850108729,Trigonometric,-inf,0.0,-90.0
-2.893518518518518,5.986842105263158,6.649415599160681,Trigonometric,inf,inf,90.0
-2.893518518518518,6.5131578947368425,7.126968161762929,Trigonometric,inf,0.0,90.0
-2.893518518518518,-1.0526315789473681,3.079039242687048,Trigonometric,-inf,-inf,-90.0
-2.893518518518518,6.578947368421053,7.187141148847982,Trigonometric,inf,inf,90.0
-2.893518518518518,2.171052631578948,3.61744646761987,Trigonometric,-inf,-inf,-90.0
-2.8703703703703702,13.618421052631579,13.917629756171097,Trigonometric,494.52631578947853,inf,89.8841402376597
-2.8703703703703702,17.960526315789473,18.188445002343283,Trigonometric,inf,inf,90.0
-2.8703703703703702,17.69736842105263,17.92863282834391,Trigonometric,-inf,-inf,-90.0
-2.8703703703703702,14.078947368421051,14.368569346524037,Trigonometric,-inf,0.0,-90.0
-2.8703703703703702,14.144736842105264,14.43303870969347,Trigonometric,inf,inf,90.0
-2.8703703703703702,25.460526315789473,25.621815438022896,Trigonometric,inf,0.0,90.0
-2.8703703703703702,2.7631578947368425,3.9842273547510656,Trigonometric,-inf,-inf,-90.0
-2.8703703703703702,17.36842105263158,17.60400738254208,Trigonometric,inf,inf,90.0
-2.8703703703703702,17.434210526315788,17.668919682283928,Trigonometric,inf,0.0,90.0
-2.8703703703703702,13.552631578947368,13.853261304753532,Trigonometric,-inf,-inf,-90.0
-2.8703703703703702,2.5,3.80644533168416,Trigonometric,-inf,0.0,-90.0
-2.8703703703703702,25.0,25.164241019015456,Trigonometric,inf,inf,90.0
-2.8703703703703702,2.2368421052631584,3.6390230374343955,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,24.934210526315788,25.0962453158506,Trigonometric,980.5263157894645,inf,89.94156632134629
-2.847222222222222,10.328947368421053,10.71418816907414,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,2.171052631578948,3.58052285452864,Trigonometric,-inf,0.0,-90.0
-2.847222222222222,2.6315789473684212,3.87709712787141,Trigonometric,inf,inf,90.0
-2.847222222222222,2.697368421052632,3.922049308921041,Trigonometric,inf,0.0,90.0
-2.847222222222222,21.776315789473685,21.961662135312004,Trigonometric,inf,0.0,90.0
-2.847222222222222,2.5657894736842106,3.8327470573969196,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,-1.5789473684210513,3.2557255988427234,Trigonometric,-inf,0.0,-90.0
-2.847222222222222,-1.644736842105262,3.2881352865255464,Trigonometric,-inf,0.0,-90.0
-2.847222222222222,13.618421052631579,13.912874122533958,Trigonometric,inf,inf,90.0
-2.847222222222222,6.052631578947368,6.688873104879995,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,17.69736842105263,17.924941378235715,Trigonometric,inf,inf,90.0
-2.847222222222222,17.434210526315788,17.665173960610076,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,6.5131578947368425,7.108297978031655,Trigonometric,-inf,0.0,-90.0
-2.847222222222222,9.868421052631579,10.270949734797567,Trigonometric,inf,inf,90.0
-2.847222222222222,17.894736842105264,18.119831153488033,Trigonometric,inf,0.0,90.0
-2.847222222222222,17.82894736842105,18.054861911647066,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,25.526315789473685,25.68461547632453,Trigonometric,inf,inf,90.0
-2.847222222222222,-4.868421052631579,5.639875701504637,Trigonometric,-inf,-inf,-90.0
-2.847222222222222,-5.460526315789473,6.15824829218061,Trigonometric,-inf,0.0,-90.0
-2.847222222222222,14.078947368421051,14.363963011143063,Trigonometric,inf,inf,90.0
-2.824074074074074,14.144736842105264,14.423902894441134,Trigonometric,2.842105263158004,-inf,70.61548432064285
-2.824074074074074,17.763157894736842,17.986249547062588,Trigonometric,inf,inf,90.0
-2.824074074074074,17.36842105263158,17.59651795774815,Trigonometric,-inf,-inf,-90.0
-2.824074074074074,13.552631578947368,13.843742885886705,Trigonometric,-inf,0.0,-90.0
-2.824074074074074,5.986842105263158,6.619491881497336,Trigonometric,-inf,0.0,-90.0
-2.824074074074074,21.184210526315788,21.371620668520343,Trigonometric,inf,inf,90.0
-2.824074074074074,-1.44736842105263,3.173368828566532,Trigonometric,-inf,-inf,-90.0
-2.824074074074074,2.5657894736842106,3.8155825242190784,Trigonometric,inf,inf,90.0
-2.824074074074074,10.394736842105264,10.77153417078913,Trigonometric,inf,0.0,90.0
-2.824074074074074,-1.5789473684210513,3.2355013781639936,Trigonometric,-inf,-inf,-90.0
-2.824074074074074,-1.644736842105262,3.2681116345124637,Trigonometric,-inf,0.0,-90.0
-2.824074074074074,-1.5131578947368407,3.2039102968500486,Trigonometric,inf,inf,90.0
-2.824074074074074,9.802631578947368,10.201322475465302,Trigonometric,inf,0.0,90.0
-2.824074074074074,6.578947368421053,7.159465263014525,Trigonometric,-inf,-inf,-90.0
-2.824074074074074,17.960526315789473,18.181196327965424,Trigonometric,inf,inf,90.0
-2.824074074074074,2.7631578947368425,3.9510044200309213,Trigonometric,-inf,-inf,-90.0
-2.824074074074074,2.171052631578948,3.562143161769781,Trigonometric,-inf,0.0,-90.0
-2.8009259259259256,-1.0526315789473681,2.992193055857398,Trigonometric,-139.26315789473557,inf,-89.58858612964778
-2.8009259259259256,-1.5131578947368407,3.1835252247985144,Trigonometric,-inf,-inf,-90.0
-2.8009259259259256,-1.25,3.067195142556796,Trigonometric,inf,inf,90.0
-2.8009259259259256,-1.44736842105263,3.152786289741883,Trigonometric,-inf,-inf,-90.0
-2.8009259259259256,14.144736842105264,14.419388557596124,Trigonometric,inf,inf,90.0
-2.8009259259259256,-1.3815789473684212,3.1231308698701112,Trigonometric,-inf,-inf,-90.0
-2.8009259259259256,21.184210526315788,21.368574160804286,Trigonometric,inf,inf,90.0
-2.8009259259259256,21.25,21.43379775127413,Trigonometric,inf,0.0,90.0
-2.8009259259259256,21.315789473684212,21.499024790184105,Trigonometric,inf,0.0,90.0
-2.8009259259259256,17.36842105263158,17.59281773633831,Trigonometric,-inf,-inf,-90.0
-2.8009259259259256,17.763157894736842,17.98262951950787,Trigonometric,inf,inf,90.0
-2.7777777777777777,21.25,21.43078508554262,Trigonometric,150.63157894736992,-inf,89.6196352835675
-2.7777777777777777,14.144736842105264,14.414909979431924,Trigonometric,-inf,-inf,-90.0
-2.7777777777777777,-5.460526315789473,6.126450606031636,Trigonometric,-inf,0.0,-90.0
-2.7777777777777777,21.315789473684212,21.49602126601904,Trigonometric,inf,inf,90.0
-2.7777777777777777,17.36842105263158,17.58914720059537,Trigonometric,-inf,-inf,-90.0
-2.7777777777777777,-1.25,3.0460711388140704,Trigonometric,-inf,0.0,-90.0
-2.7777777777777777,-1.1842105263157894,3.019669510617539,Trigonometric,inf,inf,90.0
-2.7777777777777777,-1.1184210526315788,2.9944807619494864,Trigonometric,inf,0.0,90.0
-2.7777777777777777,17.763157894736842,17.979038566510386,Trigonometric,inf,0.0,90.0
-2.7777777777777777,6.447368421052632,7.020299775615195,Trigonometric,-inf,-inf,-90.0
-2.7777777777777777,6.578947368421053,7.14133025837416,Trigonometric,inf,inf,90.0
-2.7777777777777777,24.934210526315788,25.088461570079442,Trigonometric,inf,0.0,90.0
-2.7777777777777777,21.38157894736842,21.561260808803937,Trigonometric,-inf,-inf,-90.0
-2.7777777777777777,25.526315789473685,25.677010090091283,Trigonometric,inf,inf,90.0
-2.7777777777777777,2.5657894736842106,3.7814448304827546,Trigonometric,-inf,-inf,-90.0
-2.7777777777777777,2.171052631578948,3.5255522846501544,Trigonometric,-inf,0.0,-90.0
