X                   ,Y
-136.17283950617283 ,9.746031746031747
-135.92592592592592 ,11.015873015873016
-135.92592592592592 ,10.444444444444445
-135.92592592592592 ,11.714285714285714
-128.76543209876542 ,-2.6349206349206344
-128.76543209876542 ,0.7301587301587311
-128.76543209876542 ,7.396825396825397
-128.76543209876542 ,4.031746031746032
-128.5185185185185  ,24.095238095238095
-128.2716049382716  ,14.063492063492063
-128.2716049382716  ,20.730158730158728
-128.2716049382716  ,17.428571428571427
-128.2716049382716  ,10.761904761904763
-125.80246913580247 ,7.396825396825397
-125.55555555555554 ,0.7301587301587311
-125.55555555555554 ,-2.6349206349206344
-125.55555555555554 ,4.031746031746032
-125.55555555555554 ,24.095238095238095
-125.30864197530863 ,17.428571428571427
-125.30864197530863 ,10.761904761904763
-125.30864197530863 ,14.063492063492063
-125.30864197530863 ,20.730158730158728
-123.58024691358024 ,7.396825396825397
-123.58024691358024 ,0.7301587301587311
-123.33333333333333 ,-2.6349206349206344
-123.33333333333333 ,24.095238095238095
-123.33333333333333 ,4.031746031746032
-123.08641975308642 ,10.761904761904763
-123.08641975308642 ,14.063492063492063
-123.08641975308642 ,20.730158730158728
-123.08641975308642 ,17.428571428571427
-115.92592592592592 ,-4.920634920634919
-113.7037037037037  ,-4.920634920634919
-110.49382716049382 ,-4.920634920634919
-101.60493827160494 ,-4.920634920634919
-98.39506172839506  ,-4.920634920634919
-88.76543209876543  ,-4.920634920634919
-85.30864197530863  ,-4.920634920634919
-80.37037037037037  ,26.38095238095238
-76.66666666666666  ,26.253968253968253
-75.92592592592592  ,-4.920634920634919
-72.71604938271605  ,26.38095238095238
-72.46913580246914  ,-4.920634920634919
-70.49382716049382  ,26.253968253968253
-68.02469135802468  ,26.253968253968253
-66.29629629629629  ,-6.1269841269841265
-65.55555555555554  ,26.253968253968253
-63.82716049382716  ,-4.920634920634919
-63.58024691358025  ,26.38095238095238
-63.33333333333333  ,-6.19047619047619
-62.839506172839506 ,10.571428571428571
-61.11111111111111  ,-6.19047619047619
-60.864197530864196 ,-4.920634920634919
-60.37037037037037  ,26.253968253968253
-58.148148148148145 ,-6.19047619047619
-57.901234567901234 ,26.253968253968253
-53.95061728395061  ,26.38095238095238
-50.98765432098765  ,-4.920634920634919
-50.98765432098765  ,26.253968253968253
-49.25925925925926  ,26.253968253968253
-47.77777777777778  ,-4.920634920634919
-46.54320987654321  ,26.126984126984127
-44.07407407407407  ,26.38095238095238
-37.901234567901234 ,-4.920634920634919
-34.938271604938265 ,-4.920634920634919
-24.814814814814813 ,-4.920634920634919
-21.85185185185185  ,-4.920634920634919
-12.716049382716049 ,-4.920634920634919
-10.74074074074074  ,-4.920634920634919
-7.530864197530864  ,-4.920634920634919
